product_id,product_name,clean_name,best_store,best_price,highest_price,average_price,savings,stores_available,marketplaces,best_product_link
P0164,K\u0026F Concept 65cm Gray Neck Mount Including Fixing Screws,k u0026f concept 65cm gray neck mount including fixing screws,Oliz,4750,4750,4750,0,1,Oliz,https://olizstore.com/products/kandf-concept-65cm-gray-neck-mount-including-fixing-screws
P0173,K\u0026F Concept DJI OSMO Pocket 3/4 (Black Diffusion1/4+CPL\u0026ND2-32),k u0026f concept dji osmo pocket 3 4,Oliz,4800,8100,6450,3300,2,Oliz,https://olizstore.com/products/kandf-concept-dji-osmo-pocket-34-(black-diffusion14+cplandnd2-32)
P0327,Zeblaze LILY 2,zeblaze lily 2,Hukut,4999,4999,4999,0,1,Hukut,https://hukut.com/zeblaze-lily-2
P0121,HiFuture Fit Zone2,hifuture fit zone2,Hukut,5199,5199,5199,0,1,Hukut,https://hukut.com/hifuture-fit-zone-2
P0179,K\u0026F Concept DJI Osmo Pocket 3 Quick Release Base (2-Pack),k u0026f concept dji osmo pocket 3 quick release base,Oliz,5250,5250,5250,0,1,Oliz,https://olizstore.com/products/dji-osmo-pocket-3-quick-release-base-(2-pack)
P0135,Honor Buds X5e,honor buds x5e,Hukut,5490,5490,5490,0,1,Hukut,https://hukut.com/honor-buds-x5e-price-in-nepal
P0017,Anker Soundcore R60i NC,anker soundcore r60i nc,Hukut,5499,5499,5499,0,1,Hukut,https://hukut.com/anker-soundcore-r60i-nc
P0180,K\u0026F Concept DJI Osmo Pocket 4 MagSafe Magnetic Expansion Box,k u0026f concept dji osmo pocket 4 magsafe magnetic expansion box,Oliz,5500,5500,5500,0,1,Oliz,https://olizstore.com/products/dji-osmo-pocket-4-magsafe-magnetic-expansion-box
P0035,Aoking Laptop Bag (Unisex) with External USB charging port | SNX6082,aoking laptop bag with external usb charging port snx6082,Oliz,5590,5590,5590,0,1,Oliz,https://olizstore.com/products/aoking-laptop-bag-(unisex)-with-external-usb-charging-port-or-snx6082-price-in-nepal
P0019,Aoking Backpack | Laptop Compartment | USB charging port | SN2640 Price in Nepal,aoking backpack laptop compartment usb charging port sn2640,Oliz,5590,5590,5590,0,1,Oliz,https://olizstore.com/products/aoking-backpack-or-laptop-compartment-or-usb-charging-port-or-sn2640-price-in-nepal
P0018,Aoking Backpack (Unisex) | Laptop Compartment | External USB Charging Port | SN2117,aoking backpack laptop compartment external usb charging port sn2117,Oliz,5590,6290,5940,700,2,Oliz,https://olizstore.com/products/aoking-backpack-(unisex)-or-laptop-compartment-or-external-usb-charging-port-or-sn2117-price-in-nepal
P0020,Aoking  Backpack (Unisex) with Laptop Compartment and USB charging port | SN4005-5,aoking backpack with laptop compartment and usb charging port sn4005 5,Oliz,5600,5600,5600,0,1,Oliz,https://olizstore.com/products/aoking-backpack-(unisex)-with-laptop-compartment-and-usb-charging-port-or-sn4005-5-price-in-nepal
P0323,Zeblaze Ares GPS,zeblaze ares gps,Hukut,5890,5890,5890,0,1,Hukut,https://hukut.com/zeblaze-ares-gps-price-in-nepal
P0325,Zeblaze Beyond 3 Pro,zeblaze beyond 3 pro,Hukut,5890,5890,5890,0,1,Hukut,https://hukut.com/zeblaze-beyond-3-pro-price-in-nepal
P0038,Aoking XN58398F Extra Security LightGuard Laptop Bag,aoking xn58398f extra security lightguard laptop bag,Oliz,5990,5990,5990,0,1,Oliz,https://olizstore.com/products/aoking-xn58398f-extra-security-lightguard-laptop-bag-price-in-nepal
P0226,Oraimo Watch 5R,oraimo watch 5r,Hukut,5999,5999,5999,0,1,Hukut,https://hukut.com/oraimo-watch-5r
P0062,Blackview N2000 FLIP 4G MOBILE PHONE | RED | BLUE | BLACK,blackview n2000 flip mobile phone red blue black,Daraz,5999,5999,5999,0,1,Daraz,https://www.daraz.com.np/products/blackview-n2000-flip-4g-mobile-phone-red-blue-black-i171335490.html
P0124,HiFuture LUME,hifuture lume,Hukut,5999,5999,5999,0,1,Hukut,https://hukut.com/hifuture-lume
P0126,HiFuture Ultra 3 Smart Watch,hifuture ultra 3 smart watch,Hukut,5999,5999,5999,0,1,Hukut,https://hukut.com/hifuture-ultra-3-smart-watch-price-in-nepal
P0316,Xiaomi Redmi Watch 5 Active,xiaomi redmi watch 5 active,Hukut,5999,5999,5999,0,1,Hukut,https://hukut.com/redmi-watch-5-active
P0326,Zeblaze BTALK 3 GPS,zeblaze btalk 3 gps,Hukut,5999,5999,5999,0,1,Hukut,https://hukut.com/zeblaze-btalk-3-gps
P0223,OnePlus Nord Buds 3 Pro True Wireless in Ear Bluetooth Earbuds,oneplus nord buds 3 pro true wireless in ear bluetooth earbuds,Hukut,6000,6000,6000,0,1,Hukut,https://hukut.com/oneplus-nord-buds-3-pro
P0171,K\u0026F Concept DJI Osmo Action 6 Lightweight Rabbit Cage,k u0026f concept dji osmo action 6 lightweight rabbit cage,Oliz,6200,6200,6200,0,1,Oliz,https://olizstore.com/products/kandf-concept-dji-osmo-action-6-lightweight-rabbit-cage
P0034,Aoking Laptop Backpack (Unisex) | USB charging port | SN97095,aoking laptop backpack usb charging port sn97095,Oliz,6290,6290,6290,0,1,Oliz,https://olizstore.com/products/aoking-laptop-backpack-(unisex)-or-usb-charging-port-or-sn97095-price-in-nepal
P0029,Aoking Casual Backpack (Unisex) | Laptop compartment  | XN3370,aoking casual backpack laptop compartment xn3370,Oliz,6290,6990,6640,700,2,Oliz,https://olizstore.com/products/aoking-casual-backpack-(unisex)-or-laptop-compartment-or-xn3370-price-in-nepal
P0324,Zeblaze Beyond 3 Plus Smartwatch,zeblaze beyond 3 plus smartwatch,Hukut,6290,6290,6290,0,1,Hukut,https://hukut.com/zeblaze-beyond-3-plus-price-in-nepal
P0296,UGEE S640 Graphic Drawing Tablet with Battery-Free Stylus and 10 Express Keys,ugee s640 graphic drawing tablet with battery free stylus and 10 express keys,Daraz,6407,6407,6407,0,1,Daraz,https://www.daraz.com.np/products/ugee-graphic-drawing-tablet-with-battery-free-stylus-and-10-express-keys-i127908050.html
P0176,K\u0026F Concept DJI Osmo Pocket 3 Aluminum Magnetic Expansion Frame,k u0026f concept dji osmo pocket 3 aluminum magnetic expansion frame,Oliz,6600,6600,6600,0,1,Oliz,https://olizstore.com/products/kandf-concept-dji-osmo-pocket-3-aluminum-magnetic-expansion-frame
P0023,Aoking  Business Backpack | Laptop compartment | USB charging port | SN77880A,aoking business backpack laptop compartment usb charging port sn77880a,Oliz,6690,6690,6690,0,1,Oliz,https://olizstore.com/products/aoking-business-backpack-or-laptop-compartment-or-usb-charging-port-or-sn77880a-price-in-nepal
P0175,K\u0026F Concept DJI OSMO Pocket 3/4 With Enlarging lens,k u0026f concept dji osmo pocket 3 4 with enlarging lens,Oliz,6850,6850,6850,0,1,Oliz,https://olizstore.com/products/kandf-concept-dji-osmo-pocket-34-with-enlarging-lens
P0036,Aoking Laptop Bag | XN41457F,aoking laptop bag xn41457f,Oliz,6990,6990,6990,0,1,Oliz,https://olizstore.com/products/aoking-laptop-bag-or-xn41457f-price-in-nepal
P0297,"Ultima Navigator Premium Smartwatch | 1.43"" TRU Amoled Spherical Display | Smart Watch With In-Build GPS | Barometer | Altimeter | 3 ATM Water Resistance | 24/7 Health Tracking | Fitbeing App Support",ultima navigator premium smartwatch 1 43 tru amoled spherical display smart watch with in build gps barometer altimeter 3 atm water resistance 24 7 health tracking fitbeing app support,Daraz,6999,6999,6999,0,1,Daraz,https://www.daraz.com.np/products/ultima-navigator-premium-smartwatch-143-tru-amoled-spherical-display-smart-watch-with-in-build-gps-barometer-altimeter-3-atm-water-resistance-247-health-tracking-fitbeing-app-support-i496647248.html
P0295,"UGEE M708 V3 Digital Drawing Tablet, 10 x 6 Inches Large Graphics Tablet",ugee m708 v3 digital drawing tablet 10 x 6 inches large graphics tablet,Daraz,7196,7196,7196,0,1,Daraz,https://www.daraz.com.np/products/ugee-m708-v3-digital-drawing-tablet-10-x-6-inches-large-graphics-tablet-i127907064.html
P0009,"ADAM elements GRAVITY 10,000 mAh Fast Charging Power Bank with Built-In Cable",adam elements gravity 10 000 mah fast charging power bank with built in cable,Oliz,7500,7500,7500,0,1,Oliz,https://olizstore.com/products/adam-elements-gravity-10000-mah-30w-fast-charging-power-bank-with-built-in-cable
P0169,K\u0026F Concept DJI Osmo 360 Rabbit Cage,k u0026f concept dji osmo 360 rabbit cage,Oliz,7800,7800,7800,0,1,Oliz,https://olizstore.com/products/kandf-concept-dji-osmo-360-rabbit-cage
P0174,K\u0026F Concept DJI Osmo Pocket 3/4 Pocket Filter (Black Soft 1/4+ND16+ND64+ND256) 4-Piece Set,k u0026f concept dji osmo pocket 3 4 pocket filter 4 piece set,Oliz,7950,7950,7950,0,1,Oliz,https://olizstore.com/products/kandf-concept-dji-osmo-pocket-34-pocket-filter-(black-soft-14+nd16+nd64+nd256)-4-piece-set
P0146,Huawei Band 10,huawei band 10,Hukut,7990,7990,7990,0,1,Hukut,https://hukut.com/huawei-band-10
P0238,Samsung Galaxy Buds Core,samsung galaxy buds core,Hukut,7999,7999,7999,0,1,Hukut,https://hukut.com/samsung-galaxy-buds-core
P0153,INOI A72 2 gb ram 32 gb rom,inoi a72 ram rom,Daraz,8000,8000,8000,0,1,Daraz,https://www.daraz.com.np/products/inoi-a72-2-gb-ram-32-gb-rom-i168235337.html
P0013,"ADAM elements VIONTA C2 Pro 10,000 mAh 8-in-1 Magnetic Power Bank",adam elements vionta c2 pro 10 000 mah 8 in 1 magnetic power bank,Oliz,8000,8000,8000,0,1,Oliz,https://olizstore.com/products/adam-elements-vionta-c2-pro-10000-mah-8-in-1-magnetic-power-bank
P0170,K\u0026F Concept DJI OSMO ACTION 6 Cage Tempered Glass Screen Protector,k u0026f concept dji osmo action 6 cage tempered glass screen protector,Oliz,8100,8100,8100,0,1,Oliz,https://olizstore.com/products/kandf-concept-dji-osmo-action-6-cage-tempered-glass-screen-protector
P0037,Aoking LightGuard Backpack (Unisex) with Laptop compartment | SN41383F,aoking lightguard backpack with laptop compartment sn41383f,Oliz,8125,8125,8125,0,1,Oliz,https://olizstore.com/products/aoking-lightguard-backpack-(unisex)-with-laptop-compartment-or-sn41383f-price-in-nepal
P0200,Kivi ITab A1Tablet 4/32GB With One Year Warranty,kivi itab a1tablet 4 with one year,Daraz,8399,8399,8399,0,1,Daraz,https://www.daraz.com.np/products/kivi-itab-a1tablet-432gb-with-one-year-warranty-i121820907.html
P0012,"ADAM elements VIONTA B10 10,000 mAh Solid-State Power Bank with Foldable Stand",adam elements vionta b10 10 000 mah solid state power bank with foldable stand,Oliz,8500,8500,8500,0,2,Oliz,https://olizstore.com/products/adam-elements-vionta-b10-10000-mah-solid-state-power-bank-with-foldable-stand
P0011,ADAM elements VIONTA A5 4100 mAh Qi2 Solid-State Power Bank,adam elements vionta a5 4100 mah qi2 solid state power bank,Oliz,8500,8500,8500,0,1,Oliz,https://olizstore.com/products/adam-elements-vionta-a5-4100-mah-qi2-solid-state-power-bank
P0014,ADAM elements VIONTA T1S 10000 mAh Travel Solid-State Power Bank with Built-In Cable,adam elements vionta t1s 10000 mah travel solid state power bank with built in cable,Oliz,8800,8800,8800,0,1,Oliz,https://olizstore.com/products/adam-elements-vionta-t1s-10000mah-travel-solid-state-power-bank-with-built-in-cable
P0320,XP-PEN Deco 7 Pen graphic Drawing Tablet,xp pen deco 7 pen graphic drawing tablet,Daraz,8999,8999,8999,0,2,Daraz,https://www.daraz.com.np/products/xp-pen-deco-7-pen-graphic-drawing-tablet-i104548526.html
P0167,K\u0026F Concept DJI Action Camera filter,k u0026f concept dji action camera filter,Oliz,9900,9900,9900,0,1,Oliz,https://olizstore.com/products/kandf-concept-dji-action-camera-filter
P0110,"Great Asia TK-E720: Kids Tablet | Android 13 | 7"" Touch Screen | Quad-Core Processor | 2GB RAM ,32GB Storage | Dual Cameras",great asia tk e720 kids tablet android 13 7 touch screen quad core processor ram storage dual cameras,Daraz,9999,9999,9999,0,1,Daraz,https://www.daraz.com.np/products/great-asia-tk-e720-kids-tablet-android-13-7-touch-screen-quad-core-processor-2gb-ram-32gb-storage-dual-cameras-i146418589.html
P0317,Xiaomi Redmi Watch 5 Lite,xiaomi redmi watch 5 lite,Hukut,9999,9999,9999,0,1,Hukut,https://hukut.com/redmi-watch-5-lite
P0093,DJI Mic Mini 2 (1 TX + 1 MRX + Charging Case),dji mic mini 2,Oliz,11500,19500,15833,8000,3,Oliz,https://olizstore.com/products/dji-mic-mini-2-one-transmitter-price-in-nepal
P0163,JBL Wave Beam 2,jbl wave beam 2,Hukut,11500,11500,11500,0,1,Hukut,https://hukut.com/jbl-wave-beam-2
P0082,"Coolpad Cool 10 A [2GB+64GB,6.517 ""HD Waterdrop ,13MP+0.3MP,4000 mAh ]",coolpad cool 10 a 6 517 hd waterdrop 13mp 0 3mp 4000 mah,Daraz,12495,12495,12495,0,1,Daraz,https://www.daraz.com.np/products/coolpad-cool-10-a-2gb64gb6517-hd-waterdrop-13mp03mp4000-mah-i105517300.html
P0321,"XPPen Updated Deco 01 V3 Drawing Tablet-16384 Levels of Pressure Battery-Free Stylus, 10x6 Inch OSU Graphic Tablet, 8 Hotkeys for Digital Art, Teaching, Gaming Drawing Pad for Chrome, PC, Mac, Android",xppen updated deco 01 v3 drawing tablet 16384 levels of pressure battery free stylus 10x6 inch osu graphic tablet 8 hotkeys for digital art teaching gaming drawing pad for chrome pc mac android,Daraz,12999,12999,12999,0,1,Daraz,https://www.daraz.com.np/products/xppen-updated-deco-01-v3-drawing-tablet-16384-levels-of-pressure-battery-free-stylus-10x6-inch-osu-graphic-tablet-8-hotkeys-for-digital-art-teaching-gaming-drawing-pad-for-chrome-pc-mac-android-i176538319.html
P0309,"X1 Tablet 4-64 Memory | Special For Hotel,Restuarents ,Online Class | 8 Inch Ips Screen | 4450 Mah Battery",x1 tablet 4 64 memory special for hotel restuarents class 8 inch ips screen 4450 mah battery,Daraz,12999,12999,12999,0,1,Daraz,https://www.daraz.com.np/products/x1-tablet-4-64-memory-special-for-hotelrestuarents-online-class-8-inch-ips-screen-4450-mah-battery-i135371926.html
P0319,XP-PEN Deco 01 V2 Graphic Tab,xp pen deco 01 v2 graphic tab,Daraz,12999,12999,12999,0,1,Daraz,https://www.daraz.com.np/products/xp-pen-deco-01-v2-graphic-tab-i103604463.html
P0010,"ADAM elements GRAVITY Pro 20,000 mAh Fast Charging Power Bank",adam elements gravity pro 20 000 mah fast charging power bank,Oliz,13000,13000,13000,0,1,Oliz,https://olizstore.com/products/adam-elements-gravity-pro-100w-fast-charging-power-bank
P0120,HiFuture AURA 2,hifuture aura 2,Hukut,13499,13499,13499,0,1,Hukut,https://hukut.com/hifuture-aura-2
P0133,Hollyland LARK M2 DUO USB-C,hollyland lark m2 duo usb c,Oliz,14500,14500,14500,0,1,Oliz,https://olizstore.com/products/hollyland-lark-m2-duo-usb-c-price-in-nepal
P0303,vitu  S25 ultra 8Ram 128 GB Rom,vitu s25 ultra 8ram rom,Daraz,14500,14500,14500,0,1,Daraz,https://www.daraz.com.np/products/vitu-ultra-8-gb-ram-128-rom-i371630414.html
P0109,"Great Asia TK-E10A523 Android 13 Tablet  10.1"" IPS Display  Octa-Core  4GB RAM  64GB Storage  Dual Cameras I wifi only",great asia tk e10a523 android 13 tablet 10 1 ips display octa core ram storage dual cameras i wifi only,Daraz,14838,14838,14838,0,1,Daraz,https://www.daraz.com.np/products/great-asia-tk-e10a523-android-13-tablet-101-ips-display-octa-core-4gb-ram-64gb-storage-dual-cameras-i-wifi-only-i146452168.html
P0313,Xiaomi Redmi A5 4G,xiaomi redmi a5,Hukut,16999,16999,16999,0,2,Hukut,https://hukut.com/redmi-a5-4g
P0063,Blackview Tab 20 Kids 10.1-inch 4GB+64GB 6600mAh Children Edition Wi-Fi Tablet,blackview tab 20 kids 10 1 inch 6600mah children edition wi fi tablet,Daraz,17499,17499,17499,0,1,Daraz,https://www.daraz.com.np/products/blackview-tab-20-kids-101-inch-4gb64gb-6600mah-children-edition-wi-fi-tablet-i495624356.html
P0151,Infinix Smart 20,infinix smart 20,Hukut,17999,17999,17999,0,1,Hukut,https://hukut.com/infinix-smart-20
P0064,"Blackview Tab 60 WiFi (4GB+128GB) | Expandabled Ram Upto 12 GB | 8 MP Camera | 10.1"" Display | Slate Grey,Sky Blue,Mint Green",blackview tab 60 wifi expandabled ram upto 8 mp camera 10 1 display slate grey sky blue mint green,Daraz,18999,18999,18999,0,1,Daraz,https://www.daraz.com.np/products/blackview-tab-60-wifi-4gb128gb-expandabled-ram-upto-12-gb-8-mp-camera-101-display-slate-greysky-bluemint-green-i174133098.html
P0060,"Blackview COLOR 6 | 6.67"" 90Hz Display | MediaTek Helio G81 | 8+128GB | 50MP Main & 13MP Selfie Camera | 4G Smartphone",blackview color 6 6 67 90hz display mediatek helio g81 8 50mp main 13mp selfie camera smartphone,Daraz,18999,18999,18999,0,1,Daraz,https://www.daraz.com.np/products/blackview-color-6-667-90hz-display-mediatek-helio-g81-8128gb-50mp-main-13mp-selfie-camera-4g-smartphone-i456235262.html
P0234,Samsung Galaxy A07 4G,samsung galaxy a07,Hukut,18999,79999,49499,61000,2,Hukut,https://hukut.com/samsung-galaxy-a07-4g
P0231,Redmi 15C 4G,redmi 15c,Hukut,19999,19999,19999,0,1,Hukut,https://hukut.com/redmi-15c-4g
P0139,Honor X5c,honor x5c,Hukut,20499,20499,20499,0,1,Hukut,https://hukut.com/honor-x5c
P0183,K\u0026F Concept Effect Lens \u0026 ND Filter Kit for DJI Osmo Pocket 4/3,k u0026f concept effect lens u0026 nd filter kit for dji osmo pocket 4 3,Oliz,21900,21900,21900,0,1,Oliz,https://olizstore.com/products/kandf-concept-effect-lens-and-nd-filter-kit-for-dji-osmo-pocket-43
P0306,vivo Y05 | 6500 mAh Battery  | Anti-Drop Design | IP65 Dust & Water Resistance | 120Hz Smooth Display,vivo y05 6500 mah battery anti drop design ip65 dust water resistance 120hz smooth display,Daraz,21999,21999,21999,0,1,Daraz,https://www.daraz.com.np/products/vivo-y05-6500-mah-battery-anti-drop-design-ip65-dust-water-resistance-120hz-smooth-display-i1514717809.html
P0305,vivo Y05,vivo y05,Hukut,21999,21999,21999,0,1,Hukut,https://hukut.com/vivo-y05
P0232,"Redmi 15C (6GB+128GB) | 6.9"" Dot Drop DIsplay |  MediaTek Helio G81-Ultra processor | 6000mAh (typ) battery | 33W Fast charging | 10W reverse charging",redmi 15c 6 9 dot drop display mediatek helio g81 ultra processor 6000mah battery 33w fast charging 10w reverse charging,Daraz,21999,21999,21999,0,1,Daraz,https://www.daraz.com.np/products/redmi-15c-6gb128gb-69-dot-drop-display-mediatek-helio-g81-ultra-processor-6000mah-typ-battery-33w-fast-charging-10w-reverse-charging-i480184210.html
P0136,"HONOR Pad X7 | 7020mAh Massive Battery | 8.7"" Eye Comfort Display | Snapdragon 8 Cores Chipset Buy",honor pad x7 7020mah massive battery 8 7 eye comfort display snapdragon 8 cores chipset,Daraz,21999,21999,21999,0,1,Daraz,https://www.daraz.com.np/products/honor-pad-x7-7020mah-massive-battery-87-eye-comfort-display-snapdragon-8-cores-chipset-buy-i499274596.html
P0239,Samsung Galaxy Tab A11,samsung galaxy tab a11,Hukut,21999,44999,34124,23000,4,Hukut,https://hukut.com/samsung-galaxy-tab-a11
P0236,"Samsung Galaxy A07 (4GB/128GB) | 6.7"" HD+ 90Hz Display | 50MP Main Camera | 5000mAh Battery",samsung galaxy a07 6 7 hd 90hz display 50mp main camera 5000mah battery,Daraz,22499,22499,22499,0,1,Daraz,https://www.daraz.com.np/products/samsung-galaxy-a07-4gb128gb-67-hd-90hz-display-50mp-main-camera-5000mah-battery-i496280661.html
P0314,Xiaomi Redmi A7 Pro,xiaomi redmi a7 pro,Hukut,22999,22999,22999,0,1,Hukut,https://hukut.com/xiaomi-redmi-a7-pro
P0059,Blackview BV6200 Plus Rugged Phone (8GB+256GB) | 3W 98dB Ultra Loud Speaker | 11000mAh Battery | Shockproof & Waterproof | 6.56-inch HD+IPS Display | 90Hz Refresh Rate | 16MP Camera |  Up to 2TB TF Expansion,blackview bv6200 plus rugged phone 3w 98db ultra loud speaker 11000mah battery shockproof waterproof 6 56 inch hd ips display 90hz refresh rate 16mp camera up to tf expansion,Daraz,22999,22999,22999,0,1,Daraz,https://www.daraz.com.np/products/blackview-bv6200-plus-rugged-phone-8gb256gb-3w-98db-ultra-loud-speaker-11000mah-battery-shockproof-waterproof-656-inch-hdips-display-90hz-refresh-rate-16mp-camera-up-to-2tb-tf-expansion-i292035294.html
P0065,BLACKVIEW TAB 9 WIFI (8GB+256GB) | 11-inch HD | GRAY | BLUE | PINK | EXPANDABLE UPTO 1TB,blackview tab 9 wifi 11 inch hd gray blue pink expandable upto,Daraz,23999,23999,23999,0,1,Daraz,https://www.daraz.com.np/products/blackview-tab-9-wifi-8gb256gb-11-inch-hd-gray-blue-pink-expandable-upto-1tb-i172984614.html
P0095,DJI Osmo Mobile 8P Standard Combo,dji osmo mobile 8p standard combo,Oliz,25000,25000,25000,0,1,Oliz,https://olizstore.com/products/dji-osmo-mobile-8p-standard-combo-price-in-nepal
P0138,Honor Pad X9a,honor pad x9a,Hukut,25499,25499,25499,0,1,Hukut,https://hukut.com/honor-pad-x9a
P0315,"Xiaomi Redmi Pad 2 9.7""",xiaomi redmi pad 2 9 7,Hukut,25999,29999,27999,4000,2,Hukut,https://hukut.com/xiaomi-redmi-pad-2-9.7
P0235,"Samsung Galaxy A07 (6GB RAM + 128GB) | 6.7"" 90Hz Display | 5000mAh Battery",samsung galaxy a07 6 7 90hz display 5000mah battery,Daraz,26499,26499,26499,0,1,Daraz,https://www.daraz.com.np/products/samsung-galaxy-a07-6gb-ram-128gb-67-90hz-display-5000mah-battery-i479109640.html
P0328,ZTE | nubia V80 Design (8 + 256 ) | 5000mAh battery | 6.75 inch 120 Hz Smoother | 50 MP AI Camera,zte nubia v80 design 5000mah battery 6 75 inch 120 hz smoother 50 mp ai camera,Daraz,27999,27999,27999,0,1,Daraz,https://www.daraz.com.np/products/zzte-nubia-v80-design-8-256-5000mah-battery-675-inch-120-hz-smoother-50-mp-ai-camera-i509650051.html
P0075,Citizen Eco-Drive Sport 42mm AW1816-89X,citizen eco drive sport 42mm aw1816 89x,Oliz,29990,33990,31990,4000,2,Oliz,https://olizstore.com/products/citizen-eco-drive-sport-42mm-aw1816-89x
P0150,Infinix HOT 60 Pro+ | 6.78″ FHD+ 120Hz Display| 8GB/128GB |50MP AI Camera| 5000mAh Battery| 5160 mAh Battery |,infinix hot 60 pro 6 78 fhd 120hz display 50mp ai camera 5000mah battery 5160 mah battery,Daraz,29999,29999,29999,0,1,Daraz,https://www.daraz.com.np/products/infinix-hot-60-pro-678-fhd-120hz-display-8gb128gb-50mp-ai-camera-5000mah-battery-5160-mah-battery-i474420877.html
P0137,Honor Pad X8b,honor pad x8b,Hukut,29999,29999,29999,0,1,Hukut,https://hukut.com/honor-pad-x8b
P0152,Infinix Xpad,infinix xpad,Hukut,31499,31499,31499,0,1,Hukut,https://hukut.com/infinix-xpad
P0237,Samsung Galaxy A17 5G (6GB RAM + 128GB) | 90Hz Super AMOLED | 50MP Camera With 25W Power Adapter,samsung galaxy a17 90hz super amoled 50mp camera with 25w power adapter,Daraz,33999,36999,35499,3000,2,Daraz,https://www.daraz.com.np/products/samsung-galaxy-a17-5g-6gb-ram-128gb-90hz-super-amoled-50mp-camera-with-25w-power-adapter-i479073236.html
P0224,OnePlus Pad Lite,oneplus pad lite,Hukut,34999,34999,34999,0,1,Hukut,https://hukut.com/oneplus-pad-lite
P0061,Blackview MEGA 2 Tablet( 12GB(8+16) +256GB) | Set of Packing (Wireless keyboard + Mouse + Stylus Pen + Earphone) | 12 inch 2K Display | 9000mAh Battery,blackview mega 2 tablet set of packing 12 inch 2k display 9000mah battery,Daraz,34999,34999,34999,0,1,Daraz,https://www.daraz.com.np/products/blackview-mega-2-tablet-12gb816-256gb-set-of-packing-wireless-keyboard-mouse-stylus-pen-earphone-12-inch-2k-display-9000mah-battery-i184987687.html
P0108,Great Asia High-Performance Tablet TK-P616 | 10.51-inch Display | Android 13.0 | T616 Octa-Core CPU | 6GB | 128GB Storage,great asia high performance tablet tk p616 10 51 inch display android 13 0 t616 octa core cpu storage,Daraz,35000,35000,35000,0,1,Daraz,https://www.daraz.com.np/products/great-asia-high-performance-tablet-tk-p616-1051-inch-display-android-130-t616-octa-core-cpu-6gb-128gb-storage-i146341605.html
P0094,DJI Osmo Mobile 8P Creator Combo,dji osmo mobile 8p creator combo,Oliz,35000,35000,35000,0,1,Oliz,https://olizstore.com/products/dji-osmo-mobile-8p
P0071,Citizen Eco-Drive Military 41mm Black AW1571-09A,citizen eco drive military 41mm black aw1571 09a,Oliz,36990,36990,36990,0,1,Oliz,https://olizstore.com/products/citizen-eco-drive-military-41mm-black-aw1571-09a
P0073,Citizen Eco-Drive Sport 37mm AW1821-89L,citizen eco drive sport 37mm aw1821 89l,Oliz,37990,37990,37990,0,1,Oliz,https://olizstore.com/products/citizen-eco-drive-sport-37mm-aw1821-89l
P0068,Citizen Eco-Drive 40mm BM6756-01A,citizen eco drive 40mm bm6756 01a,Oliz,39990,39990,39990,0,1,Oliz,https://olizstore.com/products/citizen-eco-drive-40mm-bm6756-01a
P0072,Citizen Eco-Drive Military 41mm Blue AW1571-76L,citizen eco drive military 41mm blue aw1571 76l,Oliz,39990,39990,39990,0,1,Oliz,https://olizstore.com/products/citizen-eco-drive-military-41mm-blue-aw1571-76l
P0140,Honor X8d,honor x8d,Hukut,39999,39999,39999,0,1,Hukut,https://hukut.com/honor-x8d
P0111,"Great Asia TK-P98 Professional Tablet 8GB Ram 128GB Rom , keyboard, stylus pen ,Bluetooth mouse, OTG Cable",great asia tk p98 professional tablet ram rom keyboard stylus pen bluetooth mouse otg cable,Daraz,40000,40000,40000,0,1,Daraz,https://www.daraz.com.np/products/great-asia-tk-p98-professional-tablet-8gb-ram-128gb-rom-keyboard-stylus-pen-bluetooth-mouse-otg-cable-i128483587.html
P0242,Seiko 5 Automatic SNKK25K1,seiko 5 automatic snkk25k1,Oliz,40000,40000,40000,0,1,Oliz,https://olizstore.com/products/seiko-5-automatic-snkk25k1
P0219,"Nothing Phone (3a) lite 6.77"" Flexible AMOLED Display | MediaTek Dimensity 7300 Pro 5G Processor | 5,000 mAh Battery",nothing phone lite 6 77 flexible amoled display mediatek dimensity 7300 pro processor 5 000 mah battery,Daraz,40999,40999,40999,0,1,Daraz,https://www.daraz.com.np/products/nothing-phone-3a-lite-677-flexible-amoled-display-mediatek-dimensity-7300-pro-5g-processor-5000-mah-battery-i502456765.html
P0074,Citizen Eco-Drive Sport 41mm Black BM7631-52E,citizen eco drive sport 41mm black bm7631 52e,Oliz,43990,43990,43990,0,2,Oliz,https://olizstore.com/products/citizen-eco-drive-sport-41mm-black-bm7631-52e
P0118,Harman Kardon Onyx Studio 9,harman kardon onyx studio 9,Oliz,45000,45000,45000,0,1,Oliz,https://olizstore.com/products/harman-kardon-onyx-studio-9
P0117,Harman Kardon Aura Studio 5,harman kardon aura studio 5,Oliz,48000,48000,48000,0,1,Oliz,https://olizstore.com/products/harman-kardon-aura-studio-5
P0202,Lenovo Ideapad 1 N4500 | 4GB RAM | 256GB SSD | 14″ HD | Win 11 | 1 Years Warranty,lenovo ideapad 1 n4500 ram ssd 14 hd win 11 1 years,Daraz,49990,49990,49990,0,1,Daraz,https://www.daraz.com.np/products/lenovo-ideapad-1-n4500-4gb-ram-256gb-ssd-14-hd-win-11-1-years-warranty-i511353936.html
